,track_name,artists,artist_utama,track_genre,popularity,explicit,danceability,energy,valence,duration_min,positivity_index
726,星空のドライブ,Seiko Matsuda,Seiko Matsuda,J-Pop,19,false,0.665,0.726,0.81,3.38,0.588
727,あらかじめ語られるロマンス,Nogizaka46,Nogizaka46,J-Pop,18,false,0.565,0.953,0.852,4.93,0.812
728,Bye-bye Playboy,Seiko Matsuda,Seiko Matsuda,J-Pop,18,false,0.625,0.451,0.229,4.31,0.103
729,薔薇のように咲いて 桜のように散って,Seiko Matsuda,Seiko Matsuda,J-Pop,19,false,0.415,0.378,0.212,4.38,0.08
730,指望遠鏡,Nogizaka46,Nogizaka46,J-Pop,18,false,0.472,0.938,0.687,3.37,0.644
731,しあわせの保護色,Nogizaka46,Nogizaka46,J-Pop,18,false,0.578,0.726,0.726,5.09,0.527
732,If you wanna,Perfume,Perfume,J-Pop,19,false,0.554,0.834,0.739,2.74,0.616
733,ファンタスティック3色パン,Nogizaka46,Nogizaka46,J-Pop,18,false,0.556,0.959,0.847,3.64,0.812
734,僕がもう少し大胆なら/紅組,NMB48,NMB48,J-Pop,17,false,0.362,0.984,0.466,3.94,0.459
735,Everyday,Perfume,Perfume,J-Pop,19,false,0.677,0.956,0.41,3.77,0.392
736,そして人間は無力と思い知る,STU48,STU48,J-Pop,18,false,0.54,0.814,0.375,4.62,0.305
737,いつかできるから今日できる,Nogizaka46,Nogizaka46,J-Pop,18,false,0.547,0.824,0.291,4.66,0.24
738,恋と愛のその間には,NMB48,NMB48,J-Pop,17,false,0.582,0.948,0.807,4.9,0.765
739,トキトキメキメキ,Nogizaka46,Nogizaka46,J-Pop,18,false,0.573,0.964,0.74,4.01,0.713
740,Happy Strawberry,Yui Ogura,Yui,J-Pop,18,false,0.53,0.965,0.784,3.8,0.757
741,Which one/吉田朱里 太田夢莉 渋谷凪咲 村瀬紗英 植村梓,NMB48,NMB48,J-Pop,17,false,0.661,0.786,0.61,4.23,0.479
742,未来の花嫁(SEIKO STORY〜80's HITS COLLECTION〜),Seiko Matsuda,Seiko Matsuda,J-Pop,18,false,0.789,0.682,0.905,4.36,0.617
743,Sleeping Beauty,Seiko Matsuda,Seiko Matsuda,J-Pop,19,false,0.685,0.0973,0.271,5.74,0.026
744,ジワるDAYS,AKB48,AKB48,J-Pop,18,false,0.362,0.898,0.46,4.9,0.413
745,より速く!,Hitomi Shimatani,Hitomi,J-Pop,17,false,0.494,0.875,0.459,3.57,0.402
746,フライングゲット,AKB48,AKB48,J-Pop,18,false,0.523,0.977,0.6,4.24,0.586
747,軽蔑していた愛情,AKB48,AKB48,J-Pop,18,false,0.656,0.832,0.822,4.3,0.684
748,アンジー,AKB48,AKB48,J-Pop,18,false,0.728,0.95,0.937,4.59,0.89
749,涙サプライズ!,AKB48,AKB48,J-Pop,18,false,0.554,0.986,0.667,4.7,0.658
750,昨日よりもっと好き(Smiling Lions),AKB48,AKB48,J-Pop,18,false,0.394,0.888,0.618,4.16,0.549
751,君とどこかへ行きたい - みずほ選抜,HKT48,HKT48,J-Pop,18,false,0.493,0.904,0.479,5.13,0.433
752,大騒ぎ天国(Second Generation),AKB48,AKB48,J-Pop,18,false,0.559,0.972,0.886,3.29,0.861
753,夜に駆ける,YOASOBI,YOASOBI,J-Pop,74,false,0.67,0.874,0.789,4.35,0.69
754,Shinunoga E-Wa,Fujii Kaze,Fujii Kaze,J-Pop,85,false,0.6,0.76,0.519,3.09,0.394
755,シルエット,KANA-BOON,KANA-BOON,J-Rock,73,false,0.436,0.934,0.384,4,0.359
756,unravel,TK from Ling tosite sigure,Ling Tosite Sigure,J-Rock,73,false,0.508,0.889,0.332,3.97,0.295
757,Shinunoga E-Wa,Fujii Kaze,Fujii Kaze,J-Pop,0,false,0.6,0.76,0.519,3.09,0.394
758,Sparkle - movie ver.,RADWIMPS,RADWIMPS,J-Rock,66,false,0.372,0.426,0.287,8.96,0.122
759,Tot Musica,Ado,Ado,J-Pop,0,false,0.669,0.934,0.175,3.25,0.163
760,残響散歌,Aimer,Aimer,J-Pop,77,false,0.367,0.896,0.38,3.08,0.34
761,世界のつづき,Ado,Ado,J-Pop,9,false,0.368,0.327,0.21,4.8,0.069
762,Save Yourself,ONE OK ROCK,ONE OK ROCK,J-Rock,1,false,0.503,0.849,0.762,3.3,0.647
763,KICK BACK,Kenshi Yonezu,Kenshi Yonezu,J-Pop,83,false,0.577,0.941,0.292,3.22,0.275
764,夜に駆ける,YOASOBI,YOASOBI,J-Pop,75,false,0.663,0.871,0.826,4.31,0.719
765,インフェルノ,Mrs. GREEN APPLE,Mrs. GREEN APPLE,J-Rock,69,false,0.529,0.931,0.695,3.54,0.647
766,ピースサイン,Kenshi Yonezu,Kenshi Yonezu,J-Pop,71,false,0.593,0.935,0.618,3.98,0.578
767,まつり,Fujii Kaze,Fujii Kaze,J-Pop,68,false,0.663,0.731,0.356,3.77,0.26
768,たぶん,YOASOBI,YOASOBI,J-Pop,66,false,0.747,0.666,0.731,4.31,0.487
769,Black Catcher,Vickeblanka,Vickeblanka,J-Pop,68,false,0.586,0.892,0.665,3.25,0.593
770,grace,Fujii Kaze,Fujii Kaze,J-Pop,70,false,0.668,0.685,0.637,4.83,0.436
771,怪物,YOASOBI,YOASOBI,J-Pop,71,false,0.627,0.824,0.774,3.43,0.638
772,Dream lantern,RADWIMPS,RADWIMPS,J-Rock,63,false,0.206,0.871,0.125,2.19,0.109
773,たぶん,YOASOBI,YOASOBI,J-Pop,68,false,0.748,0.661,0.743,4.28,0.491
774,Cry Baby,Official HIGE DANdism,Official HIGE DANDism,J-Rock,66,false,0.318,0.902,0.437,4,0.394
775,新時代 - ウタ from ONE PIECE FILM RED,Ado,Ado,J-Pop,77,false,0.494,0.986,0.421,3.8,0.415
776,Tot Musica,Ado,Ado,J-Pop,67,false,0.669,0.934,0.175,3.25,0.163
777,Nandemonaiya - movie ver.,RADWIMPS,RADWIMPS,J-Rock,63,false,0.496,0.462,0.514,5.73,0.237
778,きらり,Fujii Kaze,Fujii Kaze,J-Pop,73,false,0.746,0.764,0.701,3.86,0.536
779,SOUVENIR,BUMP OF CHICKEN,BUMP OF CHICKEN,J-Rock,74,false,0.622,0.94,0.96,4.4,0.902
780,Kyouran Hey Kids!!,THE ORAL CIGARETTES,The Oral Cigarettes,J-Rock,69,false,0.526,0.981,0.781,4.18,0.766
781,Sign,FLOW,FLOW,J-Rock,67,false,0.363,0.914,0.678,3.94,0.62
782,Black Rover,Vickeblanka,Vickeblanka,J-Pop,66,false,0.592,0.937,0.529,3.49,0.496
783,Zenzenzense - movie ver.,RADWIMPS,RADWIMPS,J-Rock,64,false,0.321,0.906,0.641,4.76,0.581
784,Cry Baby,Official HIGE DANdism,Official HIGE DANDism,J-Rock,63,false,0.346,0.901,0.434,4.03,0.391
785,消えてしまいそうです,ZUTOMAYO,Zutomayo,J-Pop,0,false,0.68,0.923,0.863,4.3,0.797
786,Black Catcher,Vickeblanka,Vickeblanka,J-Pop,66,false,0.592,0.894,0.642,3.28,0.574
787,ミラーチューン,ZUTOMAYO,Zutomayo,J-Pop,1,false,0.704,0.933,0.895,4.15,0.835
788,袖のキルト,ZUTOMAYO,Zutomayo,J-Pop,1,false,0.749,0.813,0.658,4.25,0.535
789,あいつら全員同窓会,ZUTOMAYO,Zutomayo,J-Pop,2,false,0.723,0.926,0.912,4.26,0.845
790,lovin',Mrs. GREEN APPLE,Mrs. GREEN APPLE,J-Rock,1,false,0.44,0.94,0.858,2.6,0.807
791,ダンスホール,Mrs. GREEN APPLE,Mrs. GREEN APPLE,J-Rock,2,false,0.736,0.695,0.784,3.39,0.545
792,WanteD! WanteD!,Mrs. GREEN APPLE,Mrs. GREEN APPLE,J-Rock,0,false,0.559,0.806,0.633,3.62,0.51
793,silent,SEKAI NO OWARI,Sekai no Owari,J-Pop,0,false,0.435,0.623,0.397,5.19,0.247
794,一途,King Gnu,King Gnu,J-Rock,71,false,0.5,0.964,0.662,3.18,0.638
795,One Last Kiss,Hikaru Utada,Hikaru Utada,J-Pop,65,false,0.592,0.54,0.354,4.2,0.191
796,MUKANJYO,Survive Said The Prophet,Survive Said The Prophet,J-Rock,64,false,0.468,0.961,0.31,3.21,0.298
797,ポラリス,BLUE ENCOUNT,BLUE ENCOUNT,J-Rock,65,false,0.534,0.941,0.573,3.74,0.539
798,祝福,YOASOBI,YOASOBI,J-Pop,76,false,0.553,0.958,0.541,3.27,0.518
799,damn,Fujii Kaze,Fujii Kaze,J-Pop,67,false,0.707,0.759,0.646,4.32,0.49
800,Eden,Monkey Majik,Monkey Majik,J-Pop,54,false,0.54,0.752,0.462,4.53,0.347
801,New Genesis,Ado,Ado,J-Pop,66,false,0.49,0.987,0.451,3.78,0.445
802,カタオモイ,Aimer,Aimer,J-Pop,67,false,0.621,0.533,0.791,3.46,0.422
803,again,YUI,Yui,J-Pop,66,false,0.595,0.83,0.494,4.24,0.41
804,逆光 - ウタ from ONE PIECE FILM RED,Ado,Ado,J-Pop,72,false,0.563,0.901,0.684,3.96,0.616
805,怪物,YOASOBI,YOASOBI,J-Pop,65,false,0.598,0.847,0.728,3.42,0.617
806,Sparkle - Original Version,RADWIMPS,RADWIMPS,J-Rock,55,false,0.634,0.506,0.244,6.84,0.123
807,Fleeting Lullaby,Ado,Ado,J-Pop,64,false,0.524,0.914,0.63,2.89,0.576
808,Touch off,UVERworld,UVERworld,J-Rock,63,false,0.411,0.894,0.195,4.31,0.174
809,群青,YOASOBI,YOASOBI,J-Pop,74,false,0.725,0.853,0.707,4.13,0.603
810,Lemon,Kenshi Yonezu,Kenshi Yonezu,J-Pop,70,false,0.525,0.646,0.373,4.26,0.241
811,Mixed Nuts,Official HIGE DANdism,Official HIGE DANDism,J-Rock,68,false,0.542,0.918,0.784,3.56,0.72
812,私は最強 - ウタ from ONE PIECE FILM RED,Ado,Ado,J-Pop,72,false,0.574,0.858,0.658,4.3,0.565
813,愛とか恋とか,Novelbright,Novelbright,J-Pop,8,false,0.697,0.556,0.404,3.87,0.225
814,Sunny drop,Novelbright,Novelbright,J-Pop,1,false,0.483,0.917,0.568,4.06,0.521
815,遥か彼方,ASIAN KUNG-FU GENERATION,Asian Kung-Fu Generation,J-Rock,64,false,0.308,0.955,0.237,4.06,0.226
816,KISS OF DEATH(Produced by HYDE),Mika Nakashima,Mika Nakashima,J-Pop,60,false,0.544,0.908,0.192,4.17,0.174
817,Into The Night,YOASOBI,YOASOBI,J-Pop,60,false,0.647,0.859,0.78,4.37,0.67
818,Is There Still Anything That Love Can Do?,RADWIMPS,RADWIMPS,J-Rock,56,false,0.536,0.403,0.246,6.91,0.099
819,katharsis,TK from Ling tosite sigure,Ling Tosite Sigure,J-Rock,59,false,0.555,0.828,0.391,4.44,0.324
820,Where the Wind Blows,Ado,Ado,J-Pop,62,false,0.441,0.717,0.233,4.54,0.167
821,We'll Be Alright (Movie Edit),RADWIMPS,RADWIMPS,J-Rock,50,false,0.226,0.599,0.0653,4.31,0.039
822,Brave Shine,Aimer,Aimer,J-Pop,63,false,0.38,0.889,0.514,3.89,0.457
823,The World's Continuation,Ado,Ado,J-Pop,61,false,0.368,0.327,0.21,4.8,0.069
824,Sparkle - English Version,RADWIMPS,RADWIMPS,J-Rock,46,false,0.539,0.508,0.277,6.86,0.141
825,インフェルノ,Mrs. GREEN APPLE,Mrs. GREEN APPLE,J-Rock,68,false,0.533,0.918,0.662,3.53,0.608
826,ロコローション,ORANGE RANGE,ORANGE RANGE,J-Rock,45,false,0.646,0.894,0.811,3.26,0.725
827,ムーンソング,[Alexandros],Alexandros,J-Rock,0,false,0.538,0.919,0.658,4.34,0.605
828,閃光,[Alexandros],Alexandros,J-Rock,0,false,0.546,0.971,0.473,4.37,0.459
829,Stand Out Fit In,ONE OK ROCK,ONE OK ROCK,J-Rock,63,false,0.615,0.841,0.316,3.58,0.266
830,*〜アスタリスク〜,ORANGE RANGE,ORANGE RANGE,J-Rock,61,false,0.57,0.931,0.677,4.27,0.63
831,COLORS,FLOW,FLOW,J-Rock,62,false,0.457,0.877,0.387,3.64,0.339
832,うっせぇわ,Ado,Ado,J-Pop,68,false,0.525,0.978,0.577,3.42,0.564
833,Hope,Namie Amuro,Namie Amuro,J-Pop,59,false,0.625,0.855,0.214,4.21,0.183
834,"He cheated on me, but I still like you.",Riria.,Riria,J-Pop,50,false,0.621,0.373,0.492,3.56,0.184
835,Is There Still Anything That Love Can Do? (Movie Edit),RADWIMPS,RADWIMPS,J-Rock,50,false,0.638,0.291,0.378,2.51,0.11
836,白日,King Gnu,King Gnu,J-Rock,67,false,0.599,0.891,0.694,4.61,0.618
837,Nandemonaiya - movie edit.,RADWIMPS,RADWIMPS,J-Rock,51,false,0.395,0.331,0.296,3.28,0.098
838,Kaerou,Fujii Kaze,Fujii Kaze,J-Pop,57,false,0.589,0.623,0.341,4.74,0.212
839,Ref:rain,Aimer,Aimer,J-Pop,60,false,0.472,0.672,0.313,4.83,0.21
840,Wherever you are,ONE OK ROCK,ONE OK ROCK,J-Rock,62,false,0.379,0.69,0.288,4.93,0.199
841,HOWEVER,GLAY,GLAY,J-Rock,44,false,0.287,0.791,0.401,5.58,0.317
842,One Way Ticket,ONE OK ROCK,ONE OK ROCK,J-Rock,54,false,0.724,0.745,0.528,3.62,0.393
843,再生,Perfume,Perfume,J-Pop,0,false,0.525,0.916,0.754,4.73,0.691
844,ハルジオン,YOASOBI,YOASOBI,J-Pop,62,false,0.686,0.902,0.901,3.3,0.813
845,群青,YOASOBI,YOASOBI,J-Pop,66,false,0.719,0.87,0.732,4.14,0.637
846,月の大きさ,Nogizaka46,Nogizaka46,J-Pop,57,false,0.555,0.941,0.813,3.94,0.765
847,あの夢をなぞって,YOASOBI,YOASOBI,J-Pop,65,false,0.537,0.793,0.73,4.04,0.579
848,GO!!!,FLOW,FLOW,J-Rock,63,false,0.61,0.963,0.839,3.94,0.808
849,Re:Re:,ASIAN KUNG-FU GENERATION,Asian Kung-Fu Generation,J-Rock,59,false,0.537,0.864,0.727,3.81,0.628
850,アンコール,YOASOBI,YOASOBI,J-Pop,66,false,0.682,0.669,0.831,4.52,0.556
851,missing,Ado,Ado,J-Pop,55,false,0.498,0.878,0.563,3.16,0.494
852,Backlight,Ado,Ado,J-Pop,61,false,0.564,0.896,0.713,3.96,0.639
853,Nandemonaiya - English Version,RADWIMPS,RADWIMPS,J-Rock,42,false,0.494,0.464,0.471,5.71,0.219
854,あの夢をなぞって,YOASOBI,YOASOBI,J-Pop,65,false,0.534,0.794,0.711,4.01,0.565
855,BINKUSUNO SAKE,Ado,Ado,J-Pop,58,false,0.696,0.376,0.774,3.43,0.291
856,うっせぇわ,Ado,Ado,J-Pop,67,false,0.526,0.976,0.554,3.45,0.541
857,Nan-Nan,Fujii Kaze,Fujii Kaze,J-Pop,56,false,0.577,0.729,0.692,5.34,0.504
858,Monster,YOASOBI,YOASOBI,J-Pop,56,false,0.615,0.868,0.69,3.42,0.599
859,Drown,milet,Milet,J-Pop,56,false,0.436,0.61,0.353,3.57,0.215
860,もしも命が描けたら,YOASOBI,YOASOBI,J-Pop,57,false,0.698,0.795,0.356,3.36,0.283
861,ブラッドサーキュレーター,ASIAN KUNG-FU GENERATION,Asian Kung-Fu Generation,J-Rock,57,false,0.372,0.975,0.3,3.71,0.292
862,ODD FUTURE,UVERworld,UVERworld,J-Rock,59,false,0.699,0.8,0.561,3.77,0.449
863,Into The Night,YOASOBI,YOASOBI,J-Pop,57,false,0.638,0.868,0.824,4.33,0.715
864,Any,Mr.Children,Mr.Children,J-Pop,43,false,0.631,0.643,0.502,5.1,0.323
865,Ki・mi・ni・mu・chu,EXILE,EXILE,J-Pop,43,false,0.641,0.828,0.977,4.35,0.809
866,NOT FOUND,Mr.Children,Mr.Children,J-Pop,42,false,0.323,0.695,0.274,4.9,0.19
867,We Are,ONE OK ROCK,ONE OK ROCK,J-Rock,60,false,0.41,0.834,0.333,4.26,0.278
868,ニワカ雨ニモ負ケズ,NICO Touches the Walls,NICO Touches the Walls,J-Rock,58,false,0.38,0.951,0.664,4.36,0.631
869,乱舞のメロディ,SID,SID,J-Rock,60,false,0.417,0.966,0.623,3.88,0.602
870,サクラミツツキ,SPYAIR,SPYAIR,J-Rock,56,false,0.292,0.906,0.348,3.62,0.315
871,ミスター,YOASOBI,YOASOBI,J-Pop,65,false,0.732,0.933,0.611,3.12,0.57
872,優しい彗星,YOASOBI,YOASOBI,J-Pop,64,false,0.715,0.722,0.522,3.59,0.377
873,Diver,NICO Touches the Walls,NICO Touches the Walls,J-Rock,56,false,0.334,0.915,0.478,4.15,0.437
874,きらり,Fujii Kaze,Fujii Kaze,J-Pop,61,false,0.752,0.773,0.686,3.8,0.53
875,ODD FUTURE short ver.,UVERworld,UVERworld,J-Rock,56,false,0.691,0.895,0.581,1.5,0.52
876,ベテルギウス,Yuuri,Yuuri,J-Pop,73,false,0.367,0.671,0.691,3.84,0.464
877,Torches,Aimer,Aimer,J-Pop,51,false,0.525,0.665,0.36,4.91,0.239
878,好きだ,YOASOBI,YOASOBI,J-Pop,67,false,0.771,0.935,0.86,3.63,0.804
879,踊,Ado,Ado,J-Pop,66,false,0.709,0.962,0.767,3.51,0.738
880,SAYONARA Baby,Fujii Kaze,Fujii Kaze,J-Pop,55,false,0.61,0.884,0.808,4.34,0.714
881,CANDY,Mr.Children,Mr.Children,J-Pop,41,false,0.52,0.451,0.239,4.73,0.108
882,サママ・フェスティバル!,Mrs. GREEN APPLE,Mrs. GREEN APPLE,J-Rock,42,false,0.433,0.971,0.626,4.39,0.608
883,バイ・マイ・サイ,RADWIMPS,RADWIMPS,J-Rock,49,false,0.611,0.493,0.425,4.71,0.21
884,まつり,Fujii Kaze,Fujii Kaze,J-Pop,55,false,0.661,0.737,0.325,3.77,0.24
885,嘘,SID,SID,J-Rock,60,false,0.438,0.939,0.842,3.43,0.791
886,イマジネーション,SPYAIR,SPYAIR,J-Rock,57,false,0.481,0.938,0.589,2.99,0.552
887,Mo-Eh-Wa,Fujii Kaze,Fujii Kaze,J-Pop,55,false,0.629,0.585,0.296,5.03,0.173
888,ODD FUTURE,UVERworld,UVERworld,J-Rock,56,false,0.694,0.795,0.556,3.77,0.442
889,again,YUI,Yui,J-Pop,52,false,0.587,0.833,0.53,4.29,0.441
890,朝が来る,Aimer,Aimer,J-Pop,57,false,0.335,0.92,0.246,4.92,0.226
891,D-tecnoLife,UVERworld,UVERworld,J-Rock,60,false,0.463,0.934,0.649,3.9,0.606
892,Lemon,Kenshi Yonezu,Kenshi Yonezu,J-Pop,53,false,0.532,0.661,0.446,4.27,0.295
893,We'll Be Alright,RADWIMPS,RADWIMPS,J-Rock,48,false,0.174,0.717,0.424,5.59,0.304
894,I’m invincible,Ado,Ado,J-Pop,58,false,0.577,0.864,0.698,4.28,0.603
895,ハルジオン,YOASOBI,YOASOBI,J-Pop,62,false,0.687,0.873,0.884,3.31,0.772
896,Habit,SEKAI NO OWARI,Sekai no Owari,J-Pop,75,false,0.749,0.85,0.912,4.22,0.775
897,Kazeyo,Fujii Kaze,Fujii Kaze,J-Pop,52,false,0.512,0.462,0.228,4.74,0.105
898,Rolling star,YUI,Yui,J-Pop,59,false,0.49,0.889,0.673,3.14,0.598
899,天使のウィンク(SEIKO STORY〜80's HITS COLLECTION〜),Seiko Matsuda,Seiko Matsuda,J-Pop,41,false,0.674,0.675,0.399,4.03,0.269
900,光の射す方へ,Mr.Children,Mr.Children,J-Pop,40,false,0.661,0.754,0.871,6.82,0.657
901,Let Me Let You Go,ONE OK ROCK,ONE OK ROCK,J-Rock,60,false,0.533,0.831,0.741,3,0.616
902,Replay,Mr.Children,Mr.Children,J-Pop,40,false,0.633,0.717,0.608,4.49,0.436
903,The Beginning,ONE OK ROCK,ONE OK ROCK,J-Rock,62,false,0.36,0.983,0.279,4.88,0.274
904,輪舞曲 (ロンド),Yumi Matsutoya,Yumi Matsutoya,J-Pop,40,false,0.698,0.683,0.881,4.65,0.602
905,サママ・フェスティバル!,Mrs. GREEN APPLE,Mrs. GREEN APPLE,J-Rock,41,false,0.404,0.963,0.607,4.4,0.585
906,消えてしまいそうです,ZUTOMAYO,Zutomayo,J-Pop,67,false,0.68,0.923,0.863,4.3,0.797
907,Dream Lantern - English Version,RADWIMPS,RADWIMPS,J-Rock,42,false,0.207,0.835,0.193,2.19,0.161
908,HEROES,Brian the Sun,Brian the Sun,J-Rock,55,false,0.526,0.94,0.574,3.02,0.54
909,もう少しだけ,YOASOBI,YOASOBI,J-Pop,63,false,0.675,0.746,0.533,3.67,0.398
910,スターマーカー (Album Mix),KANA-BOON,KANA-BOON,J-Rock,57,false,0.502,0.872,0.808,3.56,0.705
911,SPARK-AGAIN,Aimer,Aimer,J-Pop,58,false,0.399,0.946,0.502,4.07,0.475
912,Dark Crow,MAN WITH A MISSION,Man with a Mission,J-Rock,56,false,0.537,0.944,0.36,4.64,0.34
913,NINGEN GOKKO,RADWIMPS,RADWIMPS,J-Rock,50,false,0.651,0.705,0.485,4.29,0.342
914,三原色,YOASOBI,YOASOBI,J-Pop,57,false,0.666,0.923,0.861,3.67,0.795
915,ロードムービー,Mr.Children,Mr.Children,J-Pop,39,false,0.676,0.69,0.741,4.25,0.511
916,Mirror,Mr.Children,Mr.Children,J-Pop,39,false,0.647,0.527,0.659,2.98,0.347
917,Wasted Nights,ONE OK ROCK,ONE OK ROCK,J-Rock,56,false,0.556,0.833,0.374,3.75,0.312
918,ファスナー,Mr.Children,Mr.Children,J-Pop,39,false,0.742,0.57,0.453,4.85,0.258
919,きらり,Fujii Kaze,Fujii Kaze,J-Pop,65,false,0.746,0.764,0.701,3.86,0.536
920,ラブレター,YOASOBI,YOASOBI,J-Pop,62,false,0.662,0.86,0.69,3.54,0.593
921,BOY,King Gnu,King Gnu,J-Rock,65,false,0.619,0.802,0.535,3.86,0.429
922,踊,Ado,Ado,J-Pop,65,false,0.707,0.965,0.777,3.47,0.75
923,Kiri Ga Naikara,Fujii Kaze,Fujii Kaze,J-Pop,53,false,0.699,0.78,0.723,3.63,0.564
924,Ms. Phenomenal,RADWIMPS,RADWIMPS,J-Rock,50,false,0.489,0.522,0.43,5.31,0.224
925,ドライフラワー,Yuuri,Yuuri,J-Pop,71,false,0.463,0.603,0.477,4.77,0.288
926,School road,RADWIMPS,RADWIMPS,J-Rock,47,false,0.532,0.342,0.239,1.14,0.082
927,Renegades,ONE OK ROCK,ONE OK ROCK,J-Rock,55,false,0.536,0.857,0.332,4.08,0.285
928,Prayer X,King Gnu,King Gnu,J-Rock,61,false,0.528,0.752,0.542,3.25,0.408
929,YASASHISA,Fujii Kaze,Fujii Kaze,J-Pop,53,false,0.596,0.707,0.262,4,0.185
930,秋がくれた切符,Mr.Children,Mr.Children,J-Pop,39,false,0.287,0.592,0.386,3.51,0.229
931,ALIVE,ClariS,ClariS,J-Pop,63,false,0.333,0.938,0.52,3.63,0.488
932,旅人,Mr.Children,Mr.Children,J-Pop,38,false,0.439,0.925,0.612,3.32,0.566
933,Bored Of Everything,ELLEGARDEN,ELLEGARDEN,J-Rock,38,false,0.481,0.917,0.616,3.36,0.565
934,NEO UNIVERSE,EXILE,EXILE,J-Pop,39,false,0.673,0.867,0.43,4.32,0.373
935,Dance Dance Dance,Mr.Children,Mr.Children,J-Pop,39,false,0.585,0.921,0.695,4.95,0.64
936,ドライフラワー,Yuuri,Yuuri,J-Pop,67,false,0.463,0.624,0.521,4.76,0.325
937,失恋ソング沢山聴いて 泣いてばかりの私はもう。,Riria.,Riria,J-Pop,55,false,0.603,0.525,0.273,4.98,0.143
938,ダブルシャッフル,Nana Mizuki,Nana Mizuki,J-Pop,49,false,0.664,0.928,0.53,3.48,0.492
939,COLORS -CODE GEASS OPENING MIX-,FLOW,FLOW,J-Rock,53,false,0.524,0.815,0.638,1.56,0.52
940,アカシア,BUMP OF CHICKEN,BUMP OF CHICKEN,J-Rock,55,false,0.469,0.929,0.578,4.37,0.537
941,First Love,Hikaru Utada,Hikaru Utada,J-Pop,65,false,0.438,0.434,0.195,4.29,0.085
942,Romance,YOASOBI,YOASOBI,J-Pop,58,false,0.643,0.945,0.853,2.77,0.806
943,守ってあげたい,Yumi Matsutoya,Yumi Matsutoya,J-Pop,37,false,0.729,0.476,0.562,4.45,0.268
944,My Dearest,supercell,Supercell,J-Pop,57,false,0.394,0.918,0.324,5.64,0.297
945,Heartache,ONE OK ROCK,ONE OK ROCK,J-Rock,57,false,0.415,0.689,0.245,4.42,0.169
946,CENTER OF UNIVERSE,Mr.Children,Mr.Children,J-Pop,38,false,0.445,0.786,0.412,5.55,0.324
947,あんまり覚えてないや,Mr.Children,Mr.Children,J-Pop,38,false,0.579,0.58,0.649,5.41,0.376
948,fantasy,Mr.Children,Mr.Children,J-Pop,38,false,0.538,0.802,0.588,4.36,0.472
949,Pretender,Official HIGE DANdism,Official HIGE DANDism,J-Rock,60,false,0.538,0.869,0.369,5.45,0.321
950,Var är du min vän,Lisa Nilsson,LiSA,J-Pop,40,false,0.459,0.324,0.641,3.23,0.208
951,アフターダーク,ASIAN KUNG-FU GENERATION,Asian Kung-Fu Generation,J-Rock,57,false,0.387,0.95,0.541,3.2,0.514
952,お勉強しといてよ,ZUTOMAYO,Zutomayo,J-Pop,54,false,0.699,0.875,0.863,4.68,0.755
953,Signal,TK from Ling tosite sigure,Ling Tosite Sigure,J-Rock,49,false,0.433,0.91,0.303,5.33,0.276
954,紅蓮,DOES,DOES,J-Rock,53,false,0.428,0.931,0.575,4.05,0.535
955,バトンロード,KANA-BOON,KANA-BOON,J-Rock,51,false,0.361,0.946,0.39,4.67,0.369
956,Eden,Monkey Majik,Monkey Majik,J-Pop,48,false,0.53,0.746,0.435,4.53,0.325
957,コイワズライ,Aimer,Aimer,J-Pop,61,false,0.675,0.5,0.773,3.92,0.386
958,Subtitle,Official HIGE DANdism,Official HIGE DANDism,J-Rock,53,false,0.649,0.683,0.381,5.09,0.26
959,三原色,YOASOBI,YOASOBI,J-Pop,64,false,0.443,0.893,0.826,3.73,0.738
960,スパイダー,SPITZ,Spitz,J-Pop,37,false,0.625,0.85,0.617,3.76,0.524
961,水平線,back number,Back Number,J-Pop,74,false,0.419,0.75,0.436,4.76,0.327
962,靴ひも,Mr.Children,Mr.Children,J-Pop,37,false,0.664,0.824,0.475,4.37,0.391
963,未完,Mr.Children,Mr.Children,J-Pop,37,false,0.576,0.939,0.361,4.84,0.339
964,Save Yourself,ONE OK ROCK,ONE OK ROCK,J-Rock,58,false,0.503,0.849,0.762,3.3,0.647
965,One Last Kiss,Hikaru Utada,Hikaru Utada,J-Pop,58,false,0.597,0.542,0.397,4.17,0.215
966,Blizzard,Daichi Miura,Daichi Miura,J-Pop,33,false,0.641,0.817,0.39,5.23,0.319
967,Flamingo,Kenshi Yonezu,Kenshi Yonezu,J-Pop,60,false,0.76,0.668,0.913,3.27,0.61
968,死神,Kenshi Yonezu,Kenshi Yonezu,J-Pop,62,false,0.807,0.653,0.939,3.01,0.613
969,found & lost,Survive Said The Prophet,Survive Said The Prophet,J-Rock,55,false,0.547,0.987,0.382,3.15,0.377
970,ダンスホール,Mrs. GREEN APPLE,Mrs. GREEN APPLE,J-Rock,77,false,0.736,0.695,0.784,3.39,0.545
971,ロックンロールは生きている,Mr.Children,Mr.Children,J-Pop,37,false,0.518,0.87,0.714,4.83,0.621
972,Merry-Go-Round,MAN WITH A MISSION,Man with a Mission,J-Rock,56,false,0.591,0.914,0.451,4.06,0.412
973,LAST STARDUST,Aimer,Aimer,J-Pop,56,false,0.473,0.845,0.223,5.31,0.188
974,最期の川,CHEMISTRY,Chemistry,J-Pop,37,false,0.423,0.345,0.323,6.33,0.111
